,Date&Time,sensorID,Type,Location,Event
7171,13/06/22 15:39:53,S-09,Sonar,Desktop,NO
7172,13/06/22 15:39:54,V-01,Rpi Camera,somehwere,2
7173,13/06/22 15:39:55,S-10,Sonar,Desktop,NO
7174,13/06/22 15:40:01,D-01,OpenMV Camera,Desktop,out
7175,13/06/22 15:40:01,V-01,Rpi Camera,somehwere,1
7176,13/06/22 15:40:09,V-01,Rpi Camera,somehwere,1
7177,13/06/22 15:40:17,S-06,Sonar,Under the table,NO
7178,13/06/22 15:40:17,V-01,Rpi Camera,somehwere,1
7179,13/06/22 15:40:20,S-07,Sonar,שולחן עבודה,NO
7180,13/06/22 15:40:22,S-08,Sonar,Desktop,NO
7181,13/06/22 15:40:23,S-09,Sonar,Desktop,NO
7182,13/06/22 15:40:25,V-01,Rpi Camera,somehwere,1
7183,13/06/22 15:40:27,S-10,Sonar,Desktop,NO
7184,13/06/22 15:40:33,V-01,Rpi Camera,somehwere,1
7185,13/06/22 15:40:40,S-06,Sonar,Under the table,NO
7186,13/06/22 15:40:41,S-07,Sonar,שולחן עבודה,NO
7187,13/06/22 15:40:41,V-01,Rpi Camera,somehwere,0
7188,13/06/22 15:40:45,S-08,Sonar,Desktop,NO
7189,13/06/22 15:40:47,S-09,Sonar,Desktop,NO
7190,13/06/22 15:40:48,S-10,Sonar,Desktop,NO
7191,13/06/22 15:40:49,V-01,Rpi Camera,somehwere,1
7192,13/06/22 15:40:57,V-01,Rpi Camera,somehwere,1
7193,13/06/22 15:41:02,S-06,Sonar,Under the table,NO
7194,13/06/22 15:41:03,S-07,Sonar,שולחן עבודה,NO
7195,13/06/22 15:41:04,S-08,Sonar,Desktop,NO
7196,13/06/22 15:41:05,V-01,Rpi Camera,somehwere,1
7197,13/06/22 15:41:06,S-09,Sonar,Desktop,NO
7198,13/06/22 15:41:08,S-10,Sonar,Desktop,NO
7199,13/06/22 15:41:13,V-01,Rpi Camera,somehwere,1
7200,13/06/22 15:41:20,S-06,Sonar,Under the table,NO
7201,13/06/22 15:41:21,S-07,Sonar,שולחן עבודה,NO
7202,13/06/22 15:41:21,V-01,Rpi Camera,somehwere,1
7203,13/06/22 15:41:22,S-08,Sonar,Desktop,NO
7204,13/06/22 15:41:24,S-09,Sonar,Desktop,NO
7205,13/06/22 15:41:25,S-10,Sonar,Desktop,NO
7206,13/06/22 15:41:29,V-01,Rpi Camera,somehwere,2
7207,13/06/22 15:41:36,D-01,OpenMV Camera,Desktop,in
7208,13/06/22 15:41:37,S-06,Sonar,Under the table,NO
7209,13/06/22 15:41:37,V-01,Rpi Camera,somehwere,1
7210,13/06/22 15:41:38,S-07,Sonar,שולחן עבודה,NO
7211,13/06/22 15:41:39,S-08,Sonar,Desktop,NO
7212,13/06/22 15:41:41,S-09,Sonar,Desktop,NO
7213,13/06/22 15:41:42,S-10,Sonar,Desktop,NO
7214,13/06/22 15:41:45,V-01,Rpi Camera,somehwere,1
7215,13/06/22 15:41:53,V-01,Rpi Camera,somehwere,1
7216,13/06/22 15:41:54,S-06,Sonar,Under the table,NO
7217,13/06/22 15:41:55,S-07,Sonar,שולחן עבודה,NO
7218,13/06/22 15:41:56,S-08,Sonar,Desktop,NO
7219,13/06/22 15:41:58,S-09,Sonar,Desktop,NO
7220,13/06/22 15:41:59,S-10,Sonar,Desktop,NO
7221,13/06/22 15:42:01,V-01,Rpi Camera,somehwere,0
7222,13/06/22 15:42:08,V-01,Rpi Camera,somehwere,0
7223,13/06/22 15:42:11,S-06,Sonar,Under the table,NO
7224,13/06/22 15:42:12,S-07,Sonar,שולחן עבודה,NO
7225,13/06/22 15:42:14,S-08,Sonar,Desktop,NO
7226,13/06/22 15:42:15,S-09,Sonar,Desktop,NO
7227,13/06/22 15:42:16,S-10,Sonar,Desktop,NO
7228,13/06/22 15:42:16,V-01,Rpi Camera,somehwere,0
7229,13/06/22 15:42:22,D-01,OpenMV Camera,Desktop,in
7230,13/06/22 15:42:24,V-01,Rpi Camera,somehwere,0
7231,13/06/22 15:42:26,D-01,OpenMV Camera,Desktop,out
7232,13/06/22 15:42:28,S-06,Sonar,Under the table,NO
7233,13/06/22 15:42:32,V-01,Rpi Camera,somehwere,0
7234,13/06/22 15:42:40,S-07,Sonar,שולחן עבודה,NO
7235,13/06/22 15:42:40,V-01,Rpi Camera,somehwere,0
7236,13/06/22 15:42:42,S-08,Sonar,Desktop,NO
7237,13/06/22 15:42:43,S-09,Sonar,Desktop,NO
7238,13/06/22 15:42:46,S-10,Sonar,Desktop,YES
7239,13/06/22 15:42:48,V-01,Rpi Camera,somehwere,0
7240,13/06/22 15:42:56,V-01,Rpi Camera,somehwere,0
7241,13/06/22 15:42:57,S-06,Sonar,Under the table,NO
7242,13/06/22 15:42:59,S-07,Sonar,שולחן עבודה,NO
7243,13/06/22 15:43:00,S-08,Sonar,Desktop,NO
7244,13/06/22 15:43:01,S-09,Sonar,Desktop,NO
7245,13/06/22 15:43:02,S-10,Sonar,Desktop,YES
7246,13/06/22 15:43:03,V-01,Rpi Camera,somehwere,0
7247,13/06/22 15:43:11,V-01,Rpi Camera,somehwere,0
7248,13/06/22 15:43:14,S-06,Sonar,Under the table,NO
7249,13/06/22 15:43:15,S-07,Sonar,שולחן עבודה,NO
7250,13/06/22 15:43:16,S-08,Sonar,Desktop,NO
7251,13/06/22 15:43:18,S-09,Sonar,Desktop,NO
7252,13/06/22 15:43:19,S-10,Sonar,Desktop,NO
7253,13/06/22 15:43:19,V-01,Rpi Camera,somehwere,0
7254,13/06/22 15:43:25,D-01,OpenMV Camera,Desktop,in
7255,13/06/22 15:43:27,V-01,Rpi Camera,somehwere,1
7256,13/06/22 15:43:31,S-06,Sonar,Under the table,NO
7257,13/06/22 15:43:32,S-07,Sonar,שולחן עבודה,NO
7258,13/06/22 15:43:33,S-08,Sonar,Desktop,NO
7259,13/06/22 15:43:34,S-09,Sonar,Desktop,YES
7260,13/06/22 15:43:35,S-10,Sonar,Desktop,NO
7261,13/06/22 15:43:35,V-01,Rpi Camera,somehwere,0
7262,13/06/22 15:43:43,V-01,Rpi Camera,somehwere,2
7263,13/06/22 15:43:47,S-06,Sonar,Under the table,NO
7264,13/06/22 15:43:48,S-07,Sonar,שולחן עבודה,NO
7265,13/06/22 15:43:50,S-08,Sonar,Desktop,NO
7266,13/06/22 15:43:51,S-09,Sonar,Desktop,NO
7267,13/06/22 15:43:51,V-01,Rpi Camera,somehwere,2
7268,13/06/22 15:43:52,S-10,Sonar,Desktop,NO
7269,13/06/22 15:43:59,V-01,Rpi Camera,somehwere,2
7270,13/06/22 15:44:06,S-06,Sonar,Under the table,NO
7271,13/06/22 15:44:07,V-01,Rpi Camera,somehwere,2
7272,13/06/22 15:44:08,S-07,Sonar,שולחן עבודה,NO
7273,13/06/22 15:44:11,S-08,Sonar,Desktop,NO
7274,13/06/22 15:44:13,S-09,Sonar,Desktop,NO
7275,13/06/22 15:44:14,D-01,OpenMV Camera,Desktop,in
7276,13/06/22 15:44:14,S-10,Sonar,Desktop,NO
7277,13/06/22 15:44:15,V-01,Rpi Camera,somehwere,0
7278,13/06/22 15:44:16,D-01,OpenMV Camera,Desktop,in
7279,13/06/22 15:44:22,V-01,Rpi Camera,somehwere,1
7280,13/06/22 15:44:26,S-06,Sonar,Under the table,NO
7281,13/06/22 15:44:27,S-07,Sonar,שולחן עבודה,NO
7282,13/06/22 15:44:29,S-08,Sonar,Desktop,NO
7283,13/06/22 15:44:30,S-09,Sonar,Desktop,NO
7284,13/06/22 15:44:30,V-01,Rpi Camera,somehwere,0
7285,13/06/22 15:44:31,S-10,Sonar,Desktop,NO
7286,13/06/22 15:44:33,D-01,OpenMV Camera,Desktop,out
7287,13/06/22 15:44:38,V-01,Rpi Camera,somehwere,1
7288,13/06/22 15:44:46,V-01,Rpi Camera,somehwere,2
7289,13/06/22 15:44:54,V-01,Rpi Camera,somehwere,0
7290,13/06/22 15:45:02,V-01,Rpi Camera,somehwere,1
7291,13/06/22 15:45:10,S-06,Sonar,Under the table,NO
7292,13/06/22 15:45:10,V-01,Rpi Camera,somehwere,2
7293,13/06/22 15:45:11,S-07,Sonar,שולחן עבודה,NO
7294,13/06/22 15:45:12,S-08,Sonar,Desktop,NO
7295,13/06/22 15:45:14,S-09,Sonar,Desktop,NO
7296,13/06/22 15:45:15,S-10,Sonar,Desktop,NO
7297,13/06/22 15:45:18,V-01,Rpi Camera,somehwere,1
7298,13/06/22 15:45:26,V-01,Rpi Camera,somehwere,0
7299,13/06/22 15:45:27,S-06,Sonar,Under the table,NO
7300,13/06/22 15:45:28,S-07,Sonar,שולחן עבודה,NO
7301,13/06/22 15:45:29,S-08,Sonar,Desktop,NO
7302,13/06/22 15:45:30,S-09,Sonar,Desktop,NO
7303,13/06/22 15:45:31,S-10,Sonar,Desktop,NO
7304,13/06/22 15:45:34,V-01,Rpi Camera,somehwere,2
7305,13/06/22 15:45:36,D-01,OpenMV Camera,Desktop,out
7306,13/06/22 15:45:42,V-01,Rpi Camera,somehwere,1
7307,13/06/22 15:45:43,S-06,Sonar,Under the table,NO
7308,13/06/22 15:45:44,S-07,Sonar,שולחן עבודה,NO
7309,13/06/22 15:45:45,S-08,Sonar,Desktop,NO
7310,13/06/22 15:45:46,D-01,OpenMV Camera,Desktop,out
7311,13/06/22 15:45:48,S-09,Sonar,Desktop,NO
7312,13/06/22 15:45:49,S-10,Sonar,Desktop,NO
7313,13/06/22 15:45:50,V-01,Rpi Camera,somehwere,1
7314,13/06/22 15:45:58,V-01,Rpi Camera,somehwere,1
7315,13/06/22 15:46:01,S-06,Sonar,Under the table,NO
7316,13/06/22 15:46:02,S-07,Sonar,שולחן עבודה,NO
7317,13/06/22 15:46:03,S-08,Sonar,Desktop,NO
7318,13/06/22 15:46:04,S-09,Sonar,Desktop,NO
7319,13/06/22 15:46:05,S-10,Sonar,Desktop,NO
7320,13/06/22 15:46:05,V-01,Rpi Camera,somehwere,1
7321,13/06/22 15:46:14,V-01,Rpi Camera,somehwere,1
7322,13/06/22 15:46:17,S-06,Sonar,Under the table,NO
7323,13/06/22 15:46:18,S-07,Sonar,שולחן עבודה,NO
7324,13/06/22 15:46:19,S-08,Sonar,Desktop,NO
7325,13/06/22 15:46:21,S-10,Sonar,Desktop,NO
7326,13/06/22 15:46:22,V-01,Rpi Camera,somehwere,0
7327,13/06/22 15:46:30,D-01,OpenMV Camera,Desktop,out
7328,13/06/22 15:46:30,V-01,Rpi Camera,somehwere,1
7329,13/06/22 15:46:34,S-06,Sonar,Under the table,NO
7330,13/06/22 15:46:35,S-07,Sonar,שולחן עבודה,NO
7331,13/06/22 15:46:36,S-08,Sonar,Desktop,NO
7332,13/06/22 15:46:37,S-09,Sonar,Desktop,NO
7333,13/06/22 15:46:38,S-10,Sonar,Desktop,NO
7334,13/06/22 15:46:38,V-01,Rpi Camera,somehwere,0
7335,13/06/22 15:46:43,D-01,OpenMV Camera,Desktop,out
7336,13/06/22 15:46:45,V-01,Rpi Camera,somehwere,0
7337,13/06/22 15:46:50,S-06,Sonar,Under the table,NO
7338,13/06/22 15:46:51,S-07,Sonar,שולחן עבודה,NO
7339,13/06/22 15:46:52,S-08,Sonar,Desktop,NO
7340,13/06/22 15:46:53,S-09,Sonar,Desktop,NO
7341,13/06/22 15:46:53,V-01,Rpi Camera,somehwere,0
7342,13/06/22 15:46:54,S-10,Sonar,Desktop,NO
7343,13/06/22 15:47:02,V-01,Rpi Camera,somehwere,0
7344,13/06/22 15:47:06,S-06,Sonar,Under the table,NO
7345,13/06/22 15:47:07,S-07,Sonar,שולחן עבודה,NO
7346,13/06/22 15:47:08,S-08,Sonar,Desktop,NO
7347,13/06/22 15:47:09,S-09,Sonar,Desktop,NO
7348,13/06/22 15:47:09,V-01,Rpi Camera,somehwere,0
7349,13/06/22 15:47:10,S-10,Sonar,Desktop,NO
7350,13/06/22 15:47:17,V-01,Rpi Camera,somehwere,0
7351,13/06/22 15:47:21,S-06,Sonar,Under the table,NO
7352,13/06/22 15:47:23,S-07,Sonar,שולחן עבודה,NO
7353,13/06/22 15:47:24,S-08,Sonar,Desktop,NO
7354,13/06/22 15:47:25,S-09,Sonar,Desktop,NO
7355,13/06/22 15:47:25,V-01,Rpi Camera,somehwere,0
7356,13/06/22 15:47:26,S-10,Sonar,Desktop,NO
7357,13/06/22 15:47:33,V-01,Rpi Camera,somehwere,2
7358,13/06/22 15:47:37,S-06,Sonar,Under the table,NO
7359,13/06/22 15:47:38,S-07,Sonar,שולחן עבודה,NO
7360,13/06/22 15:47:39,S-08,Sonar,Desktop,NO
7361,13/06/22 15:47:40,S-09,Sonar,Desktop,NO
7362,13/06/22 15:47:41,V-01,Rpi Camera,somehwere,2
7363,13/06/22 15:47:42,S-10,Sonar,Desktop,NO
7364,13/06/22 15:47:49,V-01,Rpi Camera,somehwere,2
7365,13/06/22 15:47:54,S-06,Sonar,Under the table,NO
7366,13/06/22 15:47:55,S-07,Sonar,שולחן עבודה,NO
7367,13/06/22 15:47:56,S-08,Sonar,Desktop,NO
7368,13/06/22 15:47:57,S-09,Sonar,Desktop,NO
7369,13/06/22 15:47:58,V-01,Rpi Camera,somehwere,1
7370,13/06/22 15:47:59,S-10,Sonar,Desktop,NO
7371,13/06/22 15:48:05,D-01,OpenMV Camera,Desktop,in
7372,13/06/22 15:48:05,V-01,Rpi Camera,somehwere,1
7373,13/06/22 15:48:11,S-06,Sonar,Under the table,NO
7374,13/06/22 15:48:13,V-01,Rpi Camera,somehwere,1
7375,13/06/22 15:48:15,S-07,Sonar,שולחן עבודה,NO
7376,13/06/22 15:48:16,S-08,Sonar,Desktop,NO
7377,13/06/22 15:48:18,S-09,Sonar,Desktop,NO
7378,13/06/22 15:48:19,S-10,Sonar,Desktop,NO
7379,13/06/22 15:48:21,V-01,Rpi Camera,somehwere,0
7380,13/06/22 15:48:29,V-01,Rpi Camera,somehwere,0
7381,13/06/22 15:48:33,S-06,Sonar,Under the table,NO
7382,13/06/22 15:48:36,S-07,Sonar,שולחן עבודה,NO
7383,13/06/22 15:48:37,S-08,Sonar,Desktop,NO
7384,13/06/22 15:48:37,V-01,Rpi Camera,somehwere,0
7385,13/06/22 15:48:39,S-09,Sonar,Desktop,NO
7386,13/06/22 15:48:40,S-10,Sonar,Desktop,NO
7387,13/06/22 15:48:45,V-01,Rpi Camera,somehwere,1
7388,13/06/22 15:48:54,V-01,Rpi Camera,somehwere,2
7389,13/06/22 15:48:57,S-06,Sonar,Under the table,NO
7390,13/06/22 15:49:01,S-07,Sonar,שולחן עבודה,NO
7391,13/06/22 15:49:02,V-01,Rpi Camera,somehwere,2
7392,13/06/22 15:49:03,S-08,Sonar,Desktop,NO
7393,13/06/22 15:49:04,S-09,Sonar,Desktop,NO
7394,13/06/22 15:49:05,S-10,Sonar,Desktop,NO
7395,13/06/22 15:49:10,V-01,Rpi Camera,somehwere,2
7396,13/06/22 15:49:17,S-06,Sonar,Under the table,NO
7397,13/06/22 15:49:17,V-01,Rpi Camera,somehwere,2
7398,13/06/22 15:49:18,S-07,Sonar,שולחן עבודה,NO
7399,13/06/22 15:49:19,S-08,Sonar,Desktop,NO
7400,13/06/22 15:49:21,D-01,OpenMV Camera,Desktop,in
7401,13/06/22 15:49:23,S-09,Sonar,Desktop,NO
7402,13/06/22 15:49:24,S-10,Sonar,Desktop,NO
7403,13/06/22 15:49:25,D-01,OpenMV Camera,Desktop,in
7404,13/06/22 15:49:25,V-01,Rpi Camera,somehwere,1
7405,13/06/22 15:49:33,V-01,Rpi Camera,somehwere,1
7406,13/06/22 15:49:36,S-06,Sonar,Under the table,NO
7407,13/06/22 15:49:40,S-07,Sonar,שולחן עבודה,NO
7408,13/06/22 15:49:41,S-08,Sonar,Desktop,NO
7409,13/06/22 15:49:41,V-01,Rpi Camera,somehwere,1
7410,13/06/22 15:49:42,S-09,Sonar,Desktop,NO
7411,13/06/22 15:49:44,S-10,Sonar,Desktop,NO
7412,13/06/22 15:49:49,V-01,Rpi Camera,somehwere,1
7413,13/06/22 15:49:55,S-06,Sonar,Under the table,NO
7414,13/06/22 15:49:57,S-07,Sonar,שולחן עבודה,NO
7415,13/06/22 15:49:57,V-01,Rpi Camera,somehwere,1
7416,13/06/22 15:49:58,S-08,Sonar,Desktop,NO
7417,13/06/22 15:50:01,S-09,Sonar,Desktop,NO
7418,13/06/22 15:50:02,S-10,Sonar,Desktop,NO
7419,13/06/22 15:50:05,V-01,Rpi Camera,somehwere,1
7420,13/06/22 15:50:13,V-01,Rpi Camera,somehwere,1
7421,13/06/22 15:50:15,S-06,Sonar,Under the table,NO
7422,13/06/22 15:50:16,S-07,Sonar,שולחן עבודה,NO
7423,13/06/22 15:50:17,S-08,Sonar,Desktop,NO
7424,13/06/22 15:50:19,S-09,Sonar,Desktop,NO
7425,13/06/22 15:50:20,S-10,Sonar,Desktop,NO
7426,13/06/22 15:50:21,V-01,Rpi Camera,somehwere,1
7427,13/06/22 15:50:29,V-01,Rpi Camera,somehwere,1
7428,13/06/22 15:50:31,S-06,Sonar,Under the table,NO
7429,13/06/22 15:50:33,S-07,Sonar,שולחן עבודה,NO
7430,13/06/22 15:50:34,S-08,Sonar,Desktop,NO
7431,13/06/22 15:50:36,S-09,Sonar,Desktop,NO
7432,13/06/22 15:50:37,V-01,Rpi Camera,somehwere,1
7433,13/06/22 15:50:38,S-10,Sonar,Desktop,NO
7434,13/06/22 15:50:45,V-01,Rpi Camera,somehwere,3
7435,13/06/22 15:50:49,S-06,Sonar,Under the table,NO
7436,13/06/22 15:50:50,S-07,Sonar,שולחן עבודה,NO
7437,13/06/22 15:50:53,S-08,Sonar,Desktop,NO
7438,13/06/22 15:50:53,V-01,Rpi Camera,somehwere,2
7439,13/06/22 15:50:54,S-09,Sonar,Desktop,NO
7440,13/06/22 15:50:55,S-10,Sonar,Desktop,NO
7441,13/06/22 15:51:01,V-01,Rpi Camera,somehwere,3
7442,13/06/22 15:51:08,S-06,Sonar,Under the table,NO
7443,13/06/22 15:51:09,S-07,Sonar,שולחן עבודה,NO
7444,13/06/22 15:51:09,V-01,Rpi Camera,somehwere,3
7445,13/06/22 15:51:11,S-08,Sonar,Desktop,NO
7446,13/06/22 15:51:12,S-09,Sonar,Desktop,NO
7447,13/06/22 15:51:13,S-10,Sonar,Desktop,NO
7448,13/06/22 15:51:17,D-01,OpenMV Camera,Desktop,in
7449,13/06/22 15:51:17,V-01,Rpi Camera,somehwere,2
7450,13/06/22 15:51:21,D-01,OpenMV Camera,Desktop,in
7451,13/06/22 15:51:25,S-06,Sonar,Under the table,NO
7452,13/06/22 15:51:25,V-01,Rpi Camera,somehwere,1
7453,13/06/22 15:51:27,S-07,Sonar,שולחן עבודה,NO
7454,13/06/22 15:51:28,S-08,Sonar,Desktop,NO
7455,13/06/22 15:51:30,S-09,Sonar,Desktop,NO
7456,13/06/22 15:51:31,S-10,Sonar,Desktop,NO
7457,13/06/22 15:51:33,V-01,Rpi Camera,somehwere,0
7458,13/06/22 15:51:40,V-01,Rpi Camera,somehwere,0
7459,13/06/22 15:51:43,S-06,Sonar,Under the table,NO
7460,13/06/22 15:51:44,S-07,Sonar,שולחן עבודה,NO
7461,13/06/22 15:51:45,S-08,Sonar,Desktop,NO
7462,13/06/22 15:51:46,S-09,Sonar,Desktop,NO
7463,13/06/22 15:51:48,S-10,Sonar,Desktop,NO
7464,13/06/22 15:51:48,V-01,Rpi Camera,somehwere,0
7465,13/06/22 15:51:56,V-01,Rpi Camera,somehwere,0
7466,13/06/22 15:51:59,S-06,Sonar,Under the table,NO
7467,13/06/22 15:52:01,S-07,Sonar,שולחן עבודה,NO
7468,13/06/22 15:52:02,S-08,Sonar,Desktop,NO
7469,13/06/22 15:52:03,S-09,Sonar,Desktop,NO
7470,13/06/22 15:52:04,V-01,Rpi Camera,somehwere,0
7471,13/06/22 15:52:05,S-10,Sonar,Desktop,NO
7472,13/06/22 15:52:11,V-01,Rpi Camera,somehwere,1
7473,13/06/22 15:52:15,D-01,OpenMV Camera,Desktop,out
7474,13/06/22 15:52:16,S-06,Sonar,Under the table,NO
7475,13/06/22 15:52:18,S-07,Sonar,שולחן עבודה,NO
7476,13/06/22 15:52:19,S-08,Sonar,Desktop,NO
7477,13/06/22 15:52:19,V-01,Rpi Camera,somehwere,0
7478,13/06/22 15:52:20,S-09,Sonar,Desktop,NO
7479,13/06/22 15:52:21,D-01,OpenMV Camera,Desktop,out
7480,13/06/22 15:52:22,S-10,Sonar,Desktop,NO
7481,13/06/22 15:52:27,V-01,Rpi Camera,somehwere,0
7482,13/06/22 15:52:33,S-06,Sonar,Under the table,NO
7483,13/06/22 15:52:34,S-07,Sonar,שולחן עבודה,NO
7484,13/06/22 15:52:35,S-08,Sonar,Desktop,NO
7485,13/06/22 15:52:36,V-01,Rpi Camera,somehwere,0
7486,13/06/22 15:52:37,S-09,Sonar,Desktop,NO
7487,13/06/22 15:52:38,S-10,Sonar,Desktop,NO
7488,13/06/22 15:52:44,V-01,Rpi Camera,somehwere,0
7489,13/06/22 15:52:49,S-06,Sonar,Under the table,NO
7490,13/06/22 15:52:51,S-07,Sonar,שולחן עבודה,NO
7491,13/06/22 15:52:52,S-08,Sonar,Desktop,NO
7492,13/06/22 15:52:52,V-01,Rpi Camera,somehwere,1
7493,13/06/22 15:52:53,S-09,Sonar,Desktop,NO
7494,13/06/22 15:52:54,S-10,Sonar,Desktop,NO
7495,13/06/22 15:53:00,V-01,Rpi Camera,somehwere,0
7496,13/06/22 15:53:07,S-06,Sonar,Under the table,NO
7497,13/06/22 15:53:08,S-07,Sonar,שולחן עבודה,NO
7498,13/06/22 15:53:08,V-01,Rpi Camera,somehwere,0
7499,13/06/22 15:53:09,S-08,Sonar,Desktop,NO
7500,13/06/22 15:53:10,S-09,Sonar,Desktop,NO
7501,13/06/22 15:53:11,S-10,Sonar,Desktop,NO
7502,13/06/22 15:53:16,V-01,Rpi Camera,somehwere,0
7503,13/06/22 15:53:19,D-01,OpenMV Camera,Desktop,in
7504,13/06/22 15:53:23,S-06,Sonar,Under the table,NO
7505,13/06/22 15:53:24,S-07,Sonar,שולחן עבודה,NO
7506,13/06/22 15:53:24,V-01,Rpi Camera,somehwere,0
7507,13/06/22 15:53:25,D-01,OpenMV Camera,Desktop,in
7508,13/06/22 15:53:26,S-08,Sonar,Desktop,NO
7509,13/06/22 15:53:27,S-09,Sonar,Desktop,NO
7510,13/06/22 15:53:28,S-10,Sonar,Desktop,NO
7511,13/06/22 15:53:32,V-01,Rpi Camera,somehwere,0
7512,13/06/22 15:53:39,V-01,Rpi Camera,somehwere,1
7513,13/06/22 15:53:48,V-01,Rpi Camera,somehwere,1
7514,13/06/22 15:53:51,S-06,Sonar,Under the table,NO
7515,13/06/22 15:53:53,S-07,Sonar,שולחן עבודה,NO
7516,13/06/22 15:53:54,S-08,Sonar,Desktop,NO
7517,13/06/22 15:53:55,S-09,Sonar,Desktop,NO
7518,13/06/22 15:53:56,S-10,Sonar,Desktop,NO
7519,13/06/22 15:53:56,V-01,Rpi Camera,somehwere,4
7520,13/06/22 15:54:04,V-01,Rpi Camera,somehwere,4
7521,13/06/22 15:54:07,S-06,Sonar,Under the table,NO
7522,13/06/22 15:54:08,D-01,OpenMV Camera,Desktop,in
7523,13/06/22 15:54:09,S-07,Sonar,שולחן עבודה,NO
7524,13/06/22 15:54:10,S-08,Sonar,Desktop,NO
7525,13/06/22 15:54:11,S-09,Sonar,Desktop,NO
7526,13/06/22 15:54:12,S-10,Sonar,Desktop,NO
7527,13/06/22 15:54:12,V-01,Rpi Camera,somehwere,4
7528,13/06/22 15:54:20,V-01,Rpi Camera,somehwere,2
7529,13/06/22 15:54:24,S-06,Sonar,Under the table,NO
7530,13/06/22 15:54:25,S-07,Sonar,שולחן עבודה,NO
7531,13/06/22 15:54:26,S-08,Sonar,Desktop,NO
7532,13/06/22 15:54:27,S-09,Sonar,Desktop,NO
7533,13/06/22 15:54:27,V-01,Rpi Camera,somehwere,2
7534,13/06/22 15:54:29,S-10,Sonar,Desktop,NO
7535,13/06/22 15:54:34,D-01,OpenMV Camera,Desktop,in
7536,13/06/22 15:54:35,V-01,Rpi Camera,somehwere,3
7537,13/06/22 15:54:36,D-01,OpenMV Camera,Desktop,in
7538,13/06/22 15:54:40,S-06,Sonar,Under the table,NO
7539,13/06/22 15:54:41,S-07,Sonar,שולחן עבודה,NO
7540,13/06/22 15:54:42,S-08,Sonar,Desktop,NO
7541,13/06/22 15:54:43,V-01,Rpi Camera,somehwere,2
7542,13/06/22 15:54:44,S-09,Sonar,Desktop,NO
7543,13/06/22 15:54:45,S-10,Sonar,Desktop,NO
7544,13/06/22 15:54:51,V-01,Rpi Camera,somehwere,3
7545,13/06/22 15:54:56,S-06,Sonar,Under the table,NO
7546,13/06/22 15:54:57,S-07,Sonar,שולחן עבודה,NO
7547,13/06/22 15:54:58,S-08,Sonar,Desktop,NO
7548,13/06/22 15:54:59,S-09,Sonar,Desktop,NO
7549,13/06/22 15:54:59,V-01,Rpi Camera,somehwere,1
7550,13/06/22 15:55:02,S-10,Sonar,Desktop,NO
7551,13/06/22 15:55:07,V-01,Rpi Camera,somehwere,3
7552,13/06/22 15:55:15,V-01,Rpi Camera,somehwere,3
7553,13/06/22 15:55:16,D-01,OpenMV Camera,Desktop,out
7554,13/06/22 15:55:16,S-06,Sonar,Under the table,NO
7555,13/06/22 15:55:19,S-07,Sonar,שולחן עבודה,NO
7556,13/06/22 15:55:20,S-08,Sonar,Desktop,NO
7557,13/06/22 15:55:21,S-09,Sonar,Desktop,NO
7558,13/06/22 15:55:22,S-10,Sonar,Desktop,NO
7559,13/06/22 15:55:22,V-01,Rpi Camera,somehwere,2
7560,13/06/22 15:55:30,V-01,Rpi Camera,somehwere,1
7561,13/06/22 15:55:36,S-06,Sonar,Under the table,NO
7562,13/06/22 15:55:37,S-07,Sonar,שולחן עבודה,NO
7563,13/06/22 15:55:38,S-08,Sonar,Desktop,NO
7564,13/06/22 15:55:38,V-01,Rpi Camera,somehwere,1
7565,13/06/22 15:55:40,S-09,Sonar,Desktop,NO
7566,13/06/22 15:55:42,S-10,Sonar,Desktop,NO
7567,13/06/22 15:55:46,V-01,Rpi Camera,somehwere,3
7568,13/06/22 15:55:48,D-01,OpenMV Camera,Desktop,out
7569,13/06/22 15:55:53,S-06,Sonar,Under the table,NO
7570,13/06/22 15:55:54,S-07,Sonar,שולחן עבודה,NO
7571,13/06/22 15:55:54,V-01,Rpi Camera,somehwere,2
7572,13/06/22 15:55:55,S-08,Sonar,Desktop,NO
7573,13/06/22 15:55:57,S-09,Sonar,Desktop,NO
7574,13/06/22 15:55:58,S-10,Sonar,Desktop,NO
7575,13/06/22 15:56:02,V-01,Rpi Camera,somehwere,2
7576,13/06/22 15:56:10,V-01,Rpi Camera,somehwere,1
7577,13/06/22 15:56:15,S-06,Sonar,Under the table,NO
7578,13/06/22 15:56:16,S-07,Sonar,שולחן עבודה,NO
7579,13/06/22 15:56:17,S-08,Sonar,Desktop,NO
7580,13/06/22 15:56:18,V-01,Rpi Camera,somehwere,2
7581,13/06/22 15:56:20,S-09,Sonar,Desktop,NO
7582,13/06/22 15:56:21,S-10,Sonar,Desktop,NO
7583,13/06/22 15:56:25,V-01,Rpi Camera,somehwere,0
7584,13/06/22 15:56:33,V-01,Rpi Camera,somehwere,0
7585,13/06/22 15:56:34,S-06,Sonar,Under the table,NO
7586,13/06/22 15:56:38,S-07,Sonar,שולחן עבודה,NO
7587,13/06/22 15:56:39,S-08,Sonar,Desktop,NO
7588,13/06/22 15:56:41,S-09,Sonar,Desktop,NO
7589,13/06/22 15:56:42,S-10,Sonar,Desktop,NO
